MAINE (territory),"151,719","151,719",818,"8,041","14,496","13,295","11,338","26,899","8,339","15,318","12,900","12,305","27,970","150,901","74,069","76,832",0
MARYLAND,"341,543","235,913","19,587","11,906","21,170","22,367","16,437","33,796","13,394","22,778","21,234","17,392","35,852","216,326","105,676","110,650","105,635"
MASSACHUSETTS,"422,845","422,845","6,452","35,340","43,833","40,491","30,674","60,920","31,348","39,729","37,905","32,507","63,646","416,393","211,258","205,135",0
NEW HAMPSHIRE,"183,858","183,850",852,"12,142","18,381","17,153","14,193","29,871","11,715","17,589","16,379","14,881","30,694","182,998","91,740","91,258",8
NEW JERSEY,"211,149","198,727","4,402","11,600","19,533","17,018","14,827","32,622","12,629","19,956","16,301","15,859","33,980","194,325","95,600","98,725","12,422"
NEW YORK,"586,182","565,569","10,374","28,651","56,411","48,116","39,471","95,473","31,855","61,594","49,245","44,282","100,097","555,195","268,122","287,073","20,613"
NORTH CAROLINA,"478,103","344,684","7,073","17,413","30,665","32,989","25,924","59,074","18,688","31,109","31,560","27,071","63,118","337,611","166,065","171,546","133,296"
PENNSYLVANIA,"602,365","600,659","14,564","33,395","53,846","53,974","43,789","99,624","38,585","59,333","54,262","46,061","103,226","586,095","284,628","301,467","1,706"
RHODE ISLAND,"69,122","68,742","3,304","5,648","6,919","6,463","5,026","9,524","4,887","5,785","5,889","5,352","9,945","65,438","33,580","31,858",380
SOUTH CAROLINA,"345,591","199,440","3,185","9,437","17,236","18,145","15,857","34,664","10,244","19,344","17,761","16,156","37,411","196,255","95,339","100,916","146,151"
TENNESSEE,"105,602","92,018",309,"3,491","6,992","8,554","7,042","18,450","4,125","8,352","8,282","7,194","19,227","91,709","44,529","47,180","13,584"
VERMONT,"154,465","154,465",557,"7,049","15,287","12,606","11,366","28,272","8,076","16,544","13,242","12,046","29,420","153,908","74,580","79,328",0
VIRGINIA,"885,171","538,500","20,493","27,613","48,226","51,140","39,104","87,869","30,410","50,751","49,128","40,750","93,016","518,007","253,952","264,055","346,671"
   ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Add or Remove Topics,Create Proportions:,,,,,,,,,,,,,,,,
Add New Topics:,Select Numerator:,,,,,,,,,,,,,,,,
,  total population  total free persons  all other free persons  free white females 45 years of age and over  free white females 26-44 years of age  free white females 16-25 years of age  free white females 10-15 years of age  free white females under ten years of age  free white males 45 years of age and over  free white males 26-44 years of age  free white males 16-25 years of age  free white males 10-15 years of age  free white males under ten years of age  free whites  free white females  free white males  slaves ,,,,,,,,,,,,,,,,
Delete Topics from this list:,,,,,,,,,,,,,,,,,
  total population  total free persons  all other free persons  free white females 45 years of age and over  free white females 26-44 years of age  free white females 16-25 years of age  free white females 10-15 years of age  free white females under ten years of age  free white males 45 years of age and over  free white males 26-44 years of age  free white males 16-25 years of age  free white males 10-15 years of age  free white males under ten years of age  free whites  free white females  free white males  slaves ,,,,,,,,,,,,,,,,,
Select Denominator:,,,,,,,,,,,,,,,,,
 total population  total free persons  all other free persons  free white females 45 years of age and over  free white females 26-44 years of age  free white females 16-25 years of age  free white females 10-15 years of age  free white females under ten years of age  free white males 45 years of age and over  free white males 26-44 years of age  free white males 16-25 years of age  free white males 10-15 years of age  free white males under ten years of age  free whites  free white females  free white males  slaves ,,,,,,,,,,,,,,,,,
Sort Data by:,,,,,,,,,,,,,,,,,
State Name (default) total population  total free persons  all other free persons  free white females 45 years of age and over  free white females 26-44 years of age  free white females 16-25 years of age  free white females 10-15 years of age  free white females under ten years of age  free white males 45 years of age and over  free white males 26-44 years of age  free white males 16-25 years of age  free white males 10-15 years of age  free white males under ten years of age  free whites  free white females  free white males  slaves ,,,,,,,,,,,,,,,,,
Ascending  Descending,,,,,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
University of Virginia Library,,,,,,,,,,,,,,,,,
"PO Box 400113, Charlottesville, VA 22904-4113",,,,,,,,,,,,,,,,,
"ph: (434) 924-3021, fax: (434) 924-1431, library@virginia.edu",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Libraries | Depts./Contacts | U.Va. Home | ITC,,,,,,,,,,,,,,,,,
Website Feedback | Search | Questions? Ask a Librarian | Hours | Map | Policies | Press | Jobs,,,,,,,,,,,,,,,,,
© 2007 by the Rector and Visitors of the University of Virginia,,,,,,,,,,,,,,,,,
