ILLINOIS,"3,826,351","1,972,308","1,854,043","778,015",836,"8,540","338,382",N/A,"8,757","3,126",N/A,"124,498","70,473","12,044",326,"8,087","2,601","26,627","39,525",N/A,778,278,"8,035",N/A,279,441,"4,089",N/A,"8,115",N/A,"86,514",N/A,N/A,"20,465",N/A,"8,407",255,"28,878",N/A,N/A,"30,339",N/A,"1,598","57,028","920,314","962,379","386,172","456,175","1,467,871","1,516,133",32,140,97,0,3,14,1,209,740,"28,762","46,368","523,899","520,905","455,098","252,407","15,038","665,103","389,360","18,200",N/A,N/A,N/A,"585,190","9,658","385,877","30,932","26,947","588,750","590,379","61,936","62,484","9,823","2,767","2,692","378,359","394,501",17,16,"16,413","6,875","184,759,013","180,431,662","34,456,938","1,262,871","4,829,217","25,669,060","240,681",32,295,"25,133","124,977","41,390","1,197,206","37,389,363","2,240,932","2,628,046","165,598","137,624,828","3,870,702","289,697,256","7,863,025","107,080","9,763","16,006","9,226","1,444","4,474","2,928",127,383,"2,420","119,684","68,746","38,226","6,992","4,230","25,608","44,197","79,334",515,27,142,"15,217","8,543","3,392","1,074",787,324,"1,983","28,087","720,182","4,973","6,928,495","23,689","15,706,156","9,221","2,563,656",453,"64,462","529,019,089","908,640","116,890,314","213,795","1,563,914","20,482","502,005","61,986,313","68,754,214","106,084,493","265,179,492","79,515,193","312,198","171,523,579","28,878","27,086,400","3,102","669,812"
INDIANA,"2,192,404","1,118,347","1,074,057","467,146",253,"3,297","84,900",N/A,"1,157",436,N/A,"20,819","11,196",718,61,544,733,288,"4,954",N/A,91,32,468,N/A,25,172,888,N/A,"3,478",N/A,"4,512",N/A,N/A,"2,948",N/A,576,N/A,"3,114",N/A,N/A,285,39,221,"45,215","836,725","861,273","65,287","80,918","1,008,770","1,037,429",240,246,343,0,0,18,0,29,92,"24,560","39,228","152,517","150,218","80,775","31,927","10,531","508,759","73,228","13,079",N/A,N/A,N/A,"413,365","8,295","65,228","23,782","21,886","378,142","376,764","7,181","6,538","8,252","2,182","1,901","243,702","257,731",28,21,"6,530","6,706","94,759,262","93,361,422","21,172,255","754,789","5,255,034","15,107,482","198,167",40,191,"14,896","777,727","10,280","250,200","37,318,798","2,570,017","877,532","62,890","31,491,661","1,102,479","108,843,094","3,586,190","99,959","9,548","13,393","8,658","1,501","5,777","4,467",103,241,"1,395","73,811","65,198","43,806","7,987","5,729","32,762","48,331","55,226",667,19,64,"3,689","3,474","2,386",709,595,182,"1,140","12,310","375,257","2,968","1,429,496","6,847","5,661,209","5,468","1,008,791",347,"33,665","130,101,106","226,825","34,068,840","82,650","430,195","12,354","131,605","11,327,139","20,252,707","31,043,355","68,982,165","16,500,903","124,349","51,749,976","12,731","8,742,523","1,028","452,043"
IOWA,"1,911,896","994,453","917,443","388,517",230,"2,327","127,246",N/A,"7,941",213,N/A,"37,353","26,205","15,519",112,"1,715",384,"10,928","17,465",N/A,79,91,399,N/A,953,251,"3,601",N/A,"4,310",N/A,"30,276",189,N/A,"7,701",N/A,782,N/A,453,N/A,N/A,"27,078",N/A,268,"10,685","515,971","547,996","143,583","180,486","773,860","813,967",48,466,60,0,0,1,3,33,64,"5,762","9,516","260,273","252,914","180,376","87,797","2,674","361,432","155,574","3,326",N/A,N/A,N/A,"309,216","1,873","143,556","5,808","5,002","329,350","323,225","23,796","21,045","1,893",646,624,"240,840","251,157",0,0,"21,107","5,460","159,347,844","206,436,242","36,665,315","857,581","5,062,642","25,428,899","201,903",41,420,"18,360","86,843","518,729","13,406,122","8,249,786","585,548","1,445,283","93,707","146,679,289","3,752,141","313,130,782","7,585,522","286,746","25,243","9,082","3,349",374,"2,423","1,775",151,428,"3,158","121,003","53,345","18,418","3,230","2,321","13,034","37,261","87,836",154,31,240,"14,807","7,002","2,035",433,392,356,"2,498","2,792","178,638","1,426","734,687","3,396","1,402,600","1,787","265,119",218,"18,521","79,292,407","125,049","17,830,055","41,418","215,994","7,440","77,513","10,322,103","11,375,796","17,303,454","38,511,744","5,732,206","59,174","25,878,997","7,583","5,233,383",554,"379,318"
KANSAS,"1,427,096","752,112","674,984","297,358",N/A,"2,236","46,423",N/A,872,721,59,"15,870","18,080","3,136",96,"2,384",808,"3,022","11,874",N/A,113,59,616,N/A,N/A,130,"2,488",N/A,"3,820",N/A,"17,096",N/A,62,"5,546",N/A,"9,801",N/A,394,N/A,N/A,"1,786",68,278,"49,710","473,197","519,129","62,827","85,011","612,157","667,101",914,815,736,0,0,4,0,19,93,"17,108","43,107","122,341","114,256","84,842","41,369","9,342","297,766","72,922","12,543",N/A,N/A,N/A,"244,653","10,217","62,788","25,800","24,743","252,621","245,191","11,460","10,512","10,169","5,008","4,611","189,317","200,386",47,38,"7,323","4,852","95,070,080","128,068,305","18,869,790","559,726","7,911,155","22,303,301","166,617",152,577,"24,200","25,740","7,201","165,715","30,399,871","1,582,635","2,917,386","199,146","44,629,034","1,463,526","259,574,568","7,314,765","67,115","6,907","8,839","2,725",315,"1,006",938,181,"1,056","3,831","114,881","34,782","9,168","1,603","1,296","5,480","23,138","85,139",132,75,208,"5,542","2,805",963,282,226,829,"3,046","1,824","70,776",603,"323,763","1,541","956,614",969,"160,758",278,"4,923","78,845,167","110,220","11,771,341","23,022","124,624","4,471","43,926","4,716,300","8,734,553","10,462,237","20,012,912","5,853,466","32,843","16,328,485","4,311","2,915,686",295,"292,086"
KENTUCKY,"1,858,635","942,758","915,877","354,463",N/A,"1,168","32,620",N/A,N/A,N/A,N/A,"13,926","4,162",N/A,N/A,314,N/A,N/A,"1,173",N/A,N/A,N/A,707,N/A,N/A,N/A,380,N/A,"1,892",N/A,N/A,N/A,N/A,"1,010",N/A,389,N/A,N/A,N/A,212,N/A,N/A,"1,402","268,071","691,395","715,523","27,187","32,169","888,690","910,589",108,50,71,0,0,3,1,10,28,"222,210","271,451","61,526","62,778","32,091","13,169","51,777","357,627","29,744","63,421",N/A,N/A,N/A,"296,191","53,977","27,149","133,618","134,555","309,735","306,056","2,249","2,104","52,940","28,188","26,528","171,105","183,145",656,594,"3,853","3,938","65,948,485","70,924,400","10,906,506","346,339","9,593,347","11,818,882","179,264",56,203,"6,510","317,231","5,776","165,959","10,707,462","898,694","423,847","45,546","8,775,814","645,316","78,434,847","2,960,382","3,804",384,"5,088","8,403","6,537","5,391","4,115",119,928,"3,330","74,818","46,301","31,560","13,609","8,718","19,978","37,851","63,426","3,414",58,173,"4,882","3,362","3,179","1,681","1,189",814,"2,954","6,865","227,070","1,895","1,243,275","5,425","2,999,381","2,855","607,239",368,"36,770","62,677,583","126,720","16,213,096","39,150","445,930","7,745","79,812","7,468,633","12,127,764","17,115,724","43,099,859","15,879,728","65,579","27,761,746","8,074","5,988,985",947,"335,990"
LOUISIANA,"1,118,587","559,350","559,237","214,123",270,"8,437","14,625",N/A,76,N/A,N/A,"9,236","2,456",232,N/A,571,275,N/A,762,100,334,648,"7,767",N/A,N/A,N/A,99,N/A,521,N/A,328,889,78,465,N/A,345,112,99,N/A,N/A,136,404,399,"559,193","205,241","207,849","22,344","27,403","536,893","531,947",569,848,627,0,0,39,71,489,333,"364,210","483,655","46,987","49,478","26,688","11,618","97,036","106,079","24,669","119,815",82,N/A,N/A,"96,561","118,675","22,152","277,826","282,366","108,364","109,460","1,842","1,635","115,258","24,385","24,999","36,369","38,619",243,513,"1,204",718,"54,343,953","17,898,380","7,167,355","85,381","5,769,551","3,774,668","69,294",60,103,"1,221","906,348",41,598,257,41,374,73,"297,271","27,023","13,081,954","837,516",0,0,"1,623","9,766","5,540","1,666",881,138,"1,277","2,023","20,109","11,271","22,148","10,270","2,196","7,244","8,381","17,545",697,128,187,"1,343","1,267","5,138","3,064",618,"1,089","1,733","4,969","59,523",533,"601,893","2,836","1,927,637","3,962","581,336",79,"10,950","33,282,724","57,807","6,941,230","15,998","124,292","2,613","34,754","4,882,106","4,764,183","11,329,783","13,778,049","3,757,753","31,901","13,159,564","3,267","2,912,703",257,"204,341"
MAINE,"661,086","332,590","328,496","150,355",N/A,441,"1,104",N/A,N/A,N/A,N/A,"11,444","7,276",696,N/A,N/A,N/A,N/A,"52,076",N/A,N/A,N/A,253,N/A,N/A,N/A,215,N/A,N/A,N/A,"1,704",N/A,N/A,"2,285",N/A,420,N/A,N/A,N/A,N/A,311,N/A,736,"1,190","253,139","253,564","38,729","40,232","289,767","292,358",499,625,559,0,0,1,1,8,73,"1,606","1,451","37,987","35,878","40,053","20,734",481,"170,280","30,329",632,N/A,N/A,N/A,"111,954",261,"38,642",986,837,"92,572","90,417","8,849","9,473",279,52,58,"70,878","68,691",0,0,"4,668","1,412","22,049,220","18,280,140","5,499,413","98,568","3,135,259","3,044,666","62,013",0,5,551,"456,515","11,972","286,262","79,826","4,116","6,664",791,"3,668,909","121,612","380,662","10,891","466,411","22,395",493,216,81,"3,025","2,423",100,102,383,"25,262","20,248","10,141","3,261","2,616","9,566","19,103","24,064",48,4,14,647,652,359,155,145,98,364,"6,167","166,774","1,248","3,169,104","11,923","2,343,558","9,128","1,721,956","1,194","77,475","51,520,589","95,690","15,483,715","40,714","192,719","5,010","80,420","7,198,639","12,039,040","21,945,499","39,236,631","5,394,694","75,780","26,526,217","4,853","3,370,916",553,"135,255"
MARYLAND,"1,042,390","515,691","526,699","202,179",120,623,"52,436",N/A,122,207,N/A,"18,735","5,590",130,N/A,"1,388",60,"1,554","1,020",N/A,205,263,"1,416",N/A,N/A,86,761,N/A,300,N/A,305,53,99,"2,323",N/A,"4,258",N/A,"1,797",N/A,N/A,164,N/A,238,"215,657","291,156","285,129","46,317","47,979","480,382","467,712",4,15,44,0,0,7,2,5,189,"175,391","210,230","77,085","79,336","47,591","21,486","40,954","176,600","42,243","51,895",N/A,N/A,43,"143,376","42,059","46,196","105,886","110,011","138,019","139,681","5,047","5,490","40,596","18,095","17,932","71,936","76,288",273,207,"2,488",858,"26,443,364","19,194,320","6,540,090","175,059","1,539,482","3,412,908","40,798",17,179,"6,457","2,419,826",818,"18,778","8,348,177","510,727","352,596","34,302","2,019,658","99,195","14,928,142","586,817","96,747","7,569","1,620",729,241,"2,781","2,521",121,83,613,"19,532","8,011","6,168","3,408","2,983","4,895","5,813","11,706",156,6,56,"1,369",578,544,386,306,60,378,"14,857","332,789","3,397","3,223,922","14,564","5,501,876","11,868","1,785,626",718,"49,257","92,059,390","171,843","23,547,944","52,404","229,636","7,485","119,667","13,565,147","17,703,369","26,936,483","61,462,317","10,616,347","107,054","41,526,832","8,695","6,855,782",551,"184,204"
MASSACHUSETTS,"2,238,943","1,087,709","1,151,234","479,790",N/A,"3,273","28,034",N/A,609,389,N/A,"259,902","76,400","1,512",N/A,"1,148",295,581,"207,601",N/A,"1,124","1,103","8,066",N/A,N/A,N/A,"1,527",310,"1,052",N/A,"18,624",304,N/A,"21,909",N/A,"7,325","3,051","3,341",N/A,N/A,"2,519",N/A,"1,846","22,144","489,094","466,336","343,281","313,856","807,953","773,853",151,369,424,10,8,18,87,229,984,"13,947","18,697","297,723","308,717","311,552","182,834","6,605","401,845","255,197","7,967",N/A,319,"4,973","309,873","3,322","341,951","12,098","11,472","264,698","267,456","52,315","59,935","3,144","1,336","1,257","181,421","187,478",7,0,"9,300","1,017","28,072,500","14,200,178","5,938,940","127,538","1,341,258","1,657,024","34,374",6,8,363,"896,560","1,785","38,715","1,813",112,"117,091","10,665","388,819","14,331","1,330,101","34,010","31,300","2,473",226,177,66,"3,291","2,169",87,48,256,"10,648","8,934","8,457","3,621","2,410","7,744","8,076","9,617",47,2,8,668,632,536,264,194,40,240,"54,280","1,323,199","7,757","26,419,831","88,382","28,210,055","45,070","14,227,649",910,"147,116","473,199,434","888,160","135,516,487","250,871","2,482,743","26,923","630,032","40,926,844","83,906,371","149,948,630","355,250,496","63,083,782","485,182","239,670,509","32,475","31,343,429","5,437","355,280"
MICHIGAN,"2,093,889","1,091,780","1,002,109","455,004",116,"5,182","135,509",N/A,"29,410",637,N/A,"39,065","55,354","6,335",122,"3,639","2,232","2,311","181,416",N/A,140,138,"3,088",N/A,N/A,409,769,N/A,"2,562",N/A,"27,366",N/A,75,"12,068",N/A,"11,889",N/A,"15,669",N/A,N/A,"7,795",89,495,"15,223","447,718","469,975","242,803","301,077","759,306","790,703","4,926","7,249","5,624",1,1,38,1,27,120,"11,849","15,100","310,831","302,759","299,911","166,831","4,773","363,535","247,473","6,437",N/A,N/A,N/A,"291,161","3,513","241,690","11,063","9,942","300,998","299,050","49,009","47,621","3,493",809,898,"208,855","216,470",0,0,"12,429","3,561","83,651,390","69,564,985","22,182,600","556,191","4,920,286","9,865,350","172,344",8,47,"6,625","173,017","99,305","2,522,376","24,771,171","1,501,225","2,101,713","140,754","36,961,193","1,085,759","28,785,579","994,597","811,977","70,046","5,721","3,132",271,"4,735","2,925",86,87,447,"48,237","61,298","53,605","5,347","3,323","48,131","52,674","39,294",120,6,24,"2,318","2,903","2,342",341,278,73,376,"14,873","292,169","2,326","1,796,396","8,369","5,870,016","4,488","924,057",315,"37,632","154,521,918","277,897","46,062,636","118,303","444,703","12,127","262,412","61,557,730","24,269,785","49,840,036","126,744,689","18,348,381","163,941","66,347,798","14,174","10,920,189","1,093","434,370"
MINNESOTA,"1,301,826","695,321","606,505","247,975",428,"1,869","116,955",N/A,"1,796","1,256",71,"28,011","14,730","14,133",105,"5,168",910,"9,655","43,580",N/A,106,61,828,N/A,670,245,"1,470",N/A,"3,745",N/A,"99,913",N/A,N/A,"5,315",N/A,"7,233",N/A,"7,503",N/A,N/A,"101,169",N/A,425,"3,683","145,964","164,987","203,153","264,203","403,352","431,118",690,"2,300","1,888",0,1,2,0,24,94,759,"1,564","263,167","254,984","263,996","155,429","1,811","152,872","221,155","2,009",N/A,N/A,N/A,"147,028",961,"203,061","3,171","2,496","187,318","186,024","40,873","38,682",946,90,93,"136,427","145,249",2,0,"6,831","2,114","71,238,230","57,725,683","16,916,473","340,059","7,535,692","11,127,953","116,851",37,232,"8,440","61,578","358,510","9,100,683","52,300,247","3,372,627","1,252,663","62,869","49,958,791","1,579,258","24,696,446","901,690","281,705","22,090","2,285",563,79,996,655,160,282,"1,594","77,048","26,163","9,742","1,210",812,"8,774","23,038","66,750",47,17,56,"1,858",840,405,135,110,228,"1,306","3,912","92,223",653,"1,187,726","4,176","2,171,874","1,332","395,717",107,"5,949","118,481,941","192,033","26,517,634","59,610","564,436","7,505","127,687","27,332,889","12,567,605","25,476,978","62,309,146","12,136,612","79,629","38,189,239","8,617","7,253,680","1,222","229,678"
MISSISSIPPI,"1,289,600","649,687","639,913","241,148",N/A,449,"2,284",N/A,N/A,N/A,N/A,"1,865",884,N/A,N/A,144,N/A,N/A,345,N/A,N/A,N/A,425,N/A,N/A,N/A,N/A,N/A,111,N/A,305,N/A,N/A,203,N/A,120,N/A,N/A,N/A,144,N/A,N/A,673,"742,559","257,788","262,566","2,682","5,270","637,231","644,417",809,"1,857","2,036",0,0,7,16,51,147,"444,201","650,291","8,575","8,198","5,074","2,335","127,900","115,770","4,841","150,469",N/A,N/A,N/A,"98,529","166,338","2,650","373,472","371,277","114,334","112,315",225,190,"165,699","93,343","89,857","73,358","77,610","1,326","1,895","2,457","1,812","73,342,995","33,936,435","5,968,865","128,423","10,723,157","6,849,390","144,318",80,202,"3,247","789,268",80,875,"16,570","2,519","3,544",406,"1,362,290","133,361","26,148,144","1,706,352",345,56,"5,168","24,498","11,484","1,316",816,122,"1,654","3,542","43,656","26,118","48,355","18,059","2,934","8,127","15,994","37,293","1,215",150,252,"3,116","4,956","15,730","5,259",903,"1,424","3,088",641,"68,834",683,"197,458",829,"121,196",407,"64,068",226,"23,144","10,064,897","18,706","3,717,054","11,679","11,796","1,698","14,897","2,006,782","2,447,028","5,535,904","4,907,170","827,627","15,817","4,913,863","1,324","710,313",28,"235,656"
MISSOURI,"2,679,184","1,385,238","1,293,946","528,295",232,"4,175","123,988",N/A,740,582,N/A,"40,966","18,648","1,333",106,"2,660",766,"3,255","8,525",N/A,425,148,"2,416",N/A,N/A,265,"1,862",N/A,"6,765",N/A,"5,602",N/A,90,"4,601",N/A,"2,414",N/A,"1,651",N/A,N/A,526,130,525,"150,184","898,660","957,817","102,741","132,128","1,191,205","1,253,110",75,113,127,0,0,6,3,91,409,"118,071","145,350","219,976","217,723","131,632","63,814","32,223","547,161","120,290","38,267",N/A,N/A,N/A,"470,411","29,246","102,650","75,813","74,913","465,188","463,568","10,884","11,239","28,810","16,636","16,168","287,450","300,060",415,301,"7,263","5,816","109,751,024","138,701,173","21,830,719","625,858","10,987,977","19,792,313","238,043",53,308,"13,530","65,705","1,504","34,863","30,113,821","1,946,785","308,807","24,283","39,820,149","1,676,706","196,999,016","6,072,121","28,440","2,802","10,820","12,172","2,694","2,927","1,760",129,613,"3,560","114,053","64,604","44,981","7,167","3,065","26,845","47,120","92,090",656,36,233,"8,433","6,664","5,964","1,546",649,524,"3,019","11,551","486,971","3,168","3,125,824","11,750","6,212,631","6,544","1,477,304",323,"25,386","177,582,382","324,562","48,315,313","90,867","721,824","14,052","189,559","21,388,383","25,190,728","40,076,746","102,902,689","22,885,565","143,139","76,417,364","17,372","16,052,111","1,564","485,320"
MONTANA,"132,159","87,882","44,277","27,501",N/A,N/A,"5,609",N/A,N/A,N/A,N/A,"6,648","6,480",683,N/A,939,N/A,N/A,"9,040",N/A,"2,564",N/A,734,N/A,N/A,N/A,719,N/A,N/A,N/A,"3,771",N/A,N/A,"1,588",N/A,N/A,N/A,N/A,N/A,N/A,"1,957",N/A,"2,364","1,490","20,456","35,526","10,461","32,635","33,816","55,247",157,"1,663",860,0,0,6,"1,949","1,765","2,532",183,346,"18,348","12,611","30,024","22,987","2,811","34,365","27,583","3,467",N/A,N/A,N/A,"29,692",257,"10,306","3,984",904,"13,035","12,422","2,271","1,817",438,43,48,"8,280","8,609",0,0,417,114,"6,273,415","21,620,687","1,356,010","25,512","1,048,680","915,517","5,603",1,19,111,"4,757","4,652","160,902","457,607","18,696",188,14,"1,535,615","52,768","14,225","1,019",128,13,12,3,0,6,9,351,279,518,"4,538",190,59,8,11,53,171,"4,337",0,8,12,90,7,3,2,2,270,487,195,"2,608",11,"35,044",62,"173,217",13,"8,765",0,0,"2,375,093","5,508","1,432,779","2,105","14,098",289,"4,294","561,265","689,165","1,197,883","1,845,481","296,684","2,696","1,948,213",291,"281,702",19,"26,934"
NEBRASKA,"1,058,910","572,824","486,086","206,820",143,"1,254","72,618",N/A,"1,149",449,42,"15,963","14,472","14,397",74,"4,032",262,"16,803","12,105",N/A,216,N/A,717,N/A,151,97,"1,182",N/A,"2,542",N/A,"28,364",N/A,43,"3,839",N/A,"5,454",N/A,"2,332",N/A,N/A,"3,632",N/A,260,"8,913","274,330","319,894","86,525","116,017","399,561","456,807",87,235,"2,893",0,0,2,0,18,214,789,"2,385","130,246","120,174","115,747","68,708","3,924","201,647","95,634","4,219",N/A,N/A,N/A,"183,033","1,860","86,497","6,937","5,085","174,761","168,389","19,213","17,931","2,101",404,340,"115,844","123,712",0,0,"7,694","2,861","66,837,617","92,971,920","16,468,977","402,359","6,345,739","15,247,705","113,608",49,306,"13,546","19,269","82,590","1,822,111","10,571,059","798,855","1,085,083","81,372","43,843,640","1,503,515","215,895,996","5,480,279","120,000","15,358","4,359",764,86,318,335,190,530,"2,315","86,805","19,921","3,071",515,451,"1,875","13,029","67,688",31,42,168,"5,571","2,533",432,111,85,439,"1,841",829,"84,086",611,"332,654","1,230","387,394",243,"44,306",103,"2,801","67,334,532","93,038","9,420,237","17,434","117,897","3,014","37,570","4,668,810","7,465,566","8,281,782","17,153,350","5,395,242","23,876","12,984,571","3,184","2,595,196",242,"201,470"
NEVADA,"45,761","29,214","16,547","10,170",N/A,226,"1,563",N/A,N/A,N/A,N/A,"2,646","2,149",332,N/A,N/A,N/A,N/A,"1,554",N/A,"2,792",N/A,"1,129",N/A,N/A,N/A,212,N/A,429,N/A,314,N/A,N/A,360,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,892,242,"5,645","9,139","3,468","11,238","13,079","17,976",23,"2,803","3,599",0,3,3,"3,152","5,416","2,833",357,488,"6,737","5,669","8,511","5,060","2,981","8,877","8,125","3,949",N/A,N/A,N/A,"6,565",536,"3,383","4,827","1,850","5,335","5,217",379,260,664,0,0,"3,667","3,720",0,0,210,41,"2,705,660","5,801,820","537,480","12,339","938,364","723,052","1,277",4,7,29,"2,019","8,081","237,192","81,486","3,631",502,54,"99,126","3,490","6,540",274,0,0,1,4,1,16,7,"1,301",229,209,633,84,95,20,7,88,79,580,0,9,7,24,4,3,3,0,216,195,132,120,1,"2,826",14,"44,735",0,0,0,0,"439,058","1,105","328,854",411,"4,247",95,"1,211","203,410","194,123","296,977","516,759","53,869",620,"445,503",54,"64,721",8,"10,066"
NEW HAMPSHIRE,"376,530","186,566","189,964","87,348",N/A,222,"1,631",N/A,N/A,N/A,N/A,"14,890","4,759",N/A,N/A,96,N/A,N/A,"46,321",N/A,N/A,N/A,312,N/A,N/A,N/A,79,N/A,N/A,N/A,"1,210",N/A,N/A,"1,906",N/A,188,N/A,N/A,N/A,N/A,251,N/A,475,614,"127,998","125,631","36,495","35,845","153,469","150,721",23,63,16,0,0,2,0,14,58,580,685,"24,792","25,223","35,748","20,618",193,"91,909","25,980",246,N/A,N/A,N/A,"59,067",107,"36,448",395,295,"44,259","43,446","8,896","9,779",124,13,18,"28,917","30,865",0,0,"2,808",296,"13,761,050","10,450,125","3,594,850","66,163","1,731,631","1,727,387","29,151",2,13,500,"246,293","4,934","112,378","35,192","2,027","11,962","1,056","892,243","26,618","988,806","23,746","75,048","3,117",276,129,45,"1,675","1,551",119,109,423,"13,074","7,357","4,644","1,824","1,720","4,271","6,735","12,091",48,3,10,483,346,244,104,121,104,400,"4,747","212,720","1,387","4,774,664","16,326","2,074,694","4,607","1,198,685",282,"34,498","47,754,152","85,771","13,632,029","32,762","193,110","3,229","79,375","8,392,436","10,884,979","21,933,519","38,164,226","4,363,192","63,361","24,248,054","2,798","2,127,654",452,"76,665"
NEW JERSEY,"1,444,933","720,819","724,114","308,339",266,"4,714","106,181",N/A,"7,924","3,417",N/A,"101,059","43,778","2,991",N/A,"4,641",645,306,"4,698",N/A,657,576,"12,989",N/A,N/A,144,"1,069",N/A,"4,158",N/A,"4,159",145,211,"13,163",N/A,"5,320",N/A,"3,615",N/A,N/A,"1,317",N/A,673,"47,638","352,466","344,252","159,215","169,760","564,899","551,059",16,74,84,10,2,22,5,170,608,"30,658","38,853","183,550","188,328","168,937","94,872","11,942","254,633","144,333","14,564",159,N/A,N/A,"206,869","7,903","159,048","24,080","24,272","199,630","202,766","22,903","24,498","7,292","6,493","5,945","113,412","108,222",42,13,"3,601",809,"28,997,349","15,811,430","7,378,644","159,263","662,892","1,999,117","30,828",1,14,"2,640","1,837,749",47,"1,043","1,823,382","121,570","874,049","77,245","2,837,293","121,327","8,637,011","267,648","114,626","13,520","1,533",516,165,"2,529","1,534",86,34,93,"10,183","8,837","6,807","3,006","1,868","5,625","6,379","6,281",68,3,15,"1,262",925,666,312,266,30,64,"24,931","710,260","4,771","6,313,108","23,082","13,416,872","14,013","3,502,100",542,"85,325","189,365,740","354,574","58,916,453","106,439","415,256","9,225","250,806","26,057,714","40,777,779","61,807,973","122,162,279","18,458,052","187,398","96,778,736","12,639","13,419,362",981,"247,342"
NEW YORK,"5,997,853","2,976,893","3,020,960","1,308,015","5,147","20,443","498,602",N/A,"8,366","15,598",N/A,"483,375","144,060","6,238",683,"33,145","1,342","9,129","93,193",N/A,"3,135","4,065","64,141",N/A,N/A,585,"8,107",N/A,"11,557",N/A,"28,430","1,603",921,"35,332",N/A,"58,466",N/A,"22,718",N/A,N/A,"8,602",N/A,"4,066","70,092","1,274,688","1,246,119","777,895","793,155","2,243,065","2,183,738",439,819,726,0,17,148,29,909,"2,935","52,081","65,104","904,977","932,476","788,873","436,850","19,986","1,063,789","681,629","24,231",N/A,N/A,N/A,"868,783","10,620","776,819","36,924","36,977","794,411","809,258","99,865","112,955","9,826","3,375","3,405","516,083","519,297",31,3,"26,314","5,355","161,593,009","124,523,965","46,659,465","968,127","5,572,182","16,389,380","226,223",14,108,"15,025","3,627,726","349,311","8,220,242","8,304,539","462,561","3,065,623","236,874","38,896,479","1,417,371","15,109,969","493,320","4,675,735","280,029","7,082","2,461",772,"13,715","11,425",97,193,972,"91,323","67,835","36,955","15,779","13,166","31,506","55,221","67,678",564,19,97,"8,620","5,532","2,988","1,292","1,177",160,767,"91,901","1,621,250","10,470","32,358,000","107,857","48,920,785","86,493","23,348,915","1,793","293,093","871,264,085","1,711,578","263,838,516","453,552","5,122,282","65,840","1,130,161","120,861,115","141,542,405","270,350,446","597,407,229","122,042,219","850,084","466,846,642","87,936","91,343,801","10,082","895,593"
NORTH CAROLINA,"1,617,947","799,149","818,798","306,952",N/A,55,"1,077",N/A,N/A,N/A,N/A,451,882,N/A,N/A,N/A,N/A,N/A,355,N/A,N/A,28,28,N/A,N/A,N/A,N/A,N/A,82,N/A,51,N/A,N/A,381,N/A,86,N/A,N/A,N/A,39,N/A,N/A,187,"561,018","527,357","517,126","1,359","2,343","817,439","796,806","1,241","1,230","1,514",0,1,1,0,0,32,"391,650","531,277","3,713","3,524","2,316","1,034","85,730","231,250","2,057","109,346",N/A,N/A,N/A,"187,070","127,465","1,346","275,994","286,571","212,222","208,230",248,197,"125,043","61,494","55,523","100,211","108,633",914,"1,410","1,859","2,682","50,070,530","25,547,280","7,183,210","183,977","14,823,327","7,828,569","178,359",115,427,"10,173","2,882,238",302,"3,521","4,292,035","666,509","276,339","56,496","4,512,762","541,851","25,783,623","2,360,627","12,621","1,800","8,330","19,199","7,884","5,336","3,477",127,"1,468","4,518","67,116","40,340","41,326","14,823","8,768","18,587","30,203","54,663","4,190",63,178,"2,280","1,807","3,540","1,603","1,101","1,290","3,913","1,413","322,426","3,755","745,701","5,174","355,794","1,053","163,156",978,"60,416","22,789,187","40,375","4,904,628","21,252","27,710","3,667","32,746","3,730,403","4,932,861","11,576,508","12,506,223","3,329,101","36,214","7,830,536","2,512","1,250,705",77,"301,571"
NORTH DAKOTA,"182,719","101,590","81,129","38,478",N/A,N/A,"8,890",N/A,288,N/A,N/A,"2,925","3,294","2,855",N/A,299,N/A,"1,128","23,025",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,573",N/A,N/A,"1,781",N/A,"4,098",N/A,N/A,N/A,N/A,"25,754",N/A,"1,359",373,"16,502","20,926","34,469","46,992","46,660","54,598",813,596,194,0,0,1,0,8,28,24,113,"33,405","29,942","46,918","30,161",179,"19,508","36,261",190,N/A,N/A,N/A,"18,268",85,"34,430",341,255,"20,495","19,392","9,994","9,240",118,0,0,"16,821","18,722",0,0,"1,422",560,"21,264,938","18,787,294","6,648,180","75,310","3,002,318","4,658,015","27,611",34,137,"1,174","8,923","109,400","1,570,717","26,403,365","2,709,421","12,195","1,568","5,773,129","402,855","178,729","11,954",939,147,17,10,2,8,10,277,389,"1,380","25,192",508,117,11,14,94,467,"23,574",0,11,42,444,24,13,1,4,344,"1,201",67,"2,758",16,"22,155",83,"44,664",2,"1,040",0,0,"3,087,161","5,028","688,515","1,331","6,568",382,"2,895","201,160","498,520","943,450","1,251,423","236,909","1,847","1,002,881",329,"237,181",19,"37,918"
